Club,Country,Date,Elo,Level
Man United,ENG,2006-03-24,1857.46240234,1
Arsenal,ENG,2006-03-24,1857.00024414,1
Liverpool,ENG,2006-03-24,1812.65478516,1
Tottenham,ENG,2006-03-24,1746.93041992,1
Bolton,ENG,2006-03-24,1742.96008301,1
Blackburn,ENG,2006-03-24,1719.3338623,1
Middlesbrough,ENG,2006-03-24,1703.25,1
Newcastle,ENG,2006-03-24,1692.08740234,1
Man City,ENG,2006-03-24,1687.10302734,1
Everton,ENG,2006-03-24,1679.57470703,1
Aston Villa,ENG,2006-03-24,1668.3873291,1
Fulham,ENG,2006-03-24,1660.47485352,1
Charlton,ENG,2006-03-24,1658.61169434,1
Wigan,ENG,2006-03-24,1657.62878418,1
West Ham,ENG,2006-03-24,1621.61962891,1
Birmingham,ENG,2006-03-24,1601.12133789,1
Portsmouth,ENG,2006-03-24,1589.79492188,1
West Brom,ENG,2006-03-24,1589.44299316,1
Sunderland,ENG,2006-03-24,1507.0723877,1
Chelsea,ENG,2006-03-26,1937.14379883,1
Man United,ENG,2006-03-26,1857.46240234,1
Arsenal,ENG,2006-03-26,1857.00024414,1
Liverpool,ENG,2006-03-26,1817.48706055,1
Tottenham,ENG,2006-03-26,1746.93041992,1
Bolton,ENG,2006-03-26,1742.96008301,1
Blackburn,ENG,2006-03-26,1724.2043457000002,1
Middlesbrough,ENG,2006-03-26,1703.25,1
Newcastle,ENG,2006-03-26,1692.08740234,1
Man City,ENG,2006-03-26,1684.49926758,1
Everton,ENG,2006-03-26,1674.74243164,1
Aston Villa,ENG,2006-03-26,1665.86279297,1
Fulham,ENG,2006-03-26,1662.99938965,1
Charlton,ENG,2006-03-26,1658.61169434,1
Wigan,ENG,2006-03-26,1646.54772949,1
West Ham,ENG,2006-03-26,1632.70068359,1
Birmingham,ENG,2006-03-26,1601.12133789,1
Portsmouth,ENG,2006-03-26,1589.79492188,1
West Brom,ENG,2006-03-26,1589.44299316,1
Sunderland,ENG,2006-03-26,1502.2019043,1
Chelsea,ENG,2006-03-31,1937.72521973,1
Arsenal,ENG,2006-03-31,1869.89208984,1
Man United,ENG,2006-03-31,1863.06115723,1
Liverpool,ENG,2006-03-31,1818.06848145,1
Tottenham,ENG,2006-03-31,1750.47900391,1
Bolton,ENG,2006-03-31,1736.49169922,1
Blackburn,ENG,2006-03-31,1724.7857665999998,1
Middlesbrough,ENG,2006-03-31,1700.3248290999998,1
Man City,ENG,2006-03-31,1685.08068848,1
Newcastle,ENG,2006-03-31,1682.92590332,1
Everton,ENG,2006-03-31,1675.32373047,1
Charlton,ENG,2006-03-31,1668.93591309,1
Aston Villa,ENG,2006-03-31,1666.4440918,1
Fulham,ENG,2006-03-31,1663.58068848,1
Wigan,ENG,2006-03-31,1647.12902832,1
West Ham,ENG,2006-03-31,1631.3190918,1
Birmingham,ENG,2006-03-31,1598.64831543,1
Portsmouth,ENG,2006-03-31,1590.3762207,1
West Brom,ENG,2006-03-31,1587.05725098,1
Sunderland,ENG,2006-03-31,1502.7833252,1
Chelsea,ENG,2006-04-02,1931.41516113,1
Arsenal,ENG,2006-04-02,1875.07568359,1
Man United,ENG,2006-04-02,1869.87414551,1
Liverpool,ENG,2006-04-02,1824.47253418,1
Tottenham,ENG,2006-04-02,1739.54553223,1
Bolton,ENG,2006-04-02,1729.67871094,1
Blackburn,ENG,2006-04-02,1724.7857665999998,1
Middlesbrough,ENG,2006-04-02,1700.3248290999998,1
Newcastle,ENG,2006-04-02,1693.859375,1
Man City,ENG,2006-04-02,1685.08068848,1
Everton,ENG,2006-04-02,1669.09619141,1
Charlton,ENG,2006-04-02,1668.93591309,1
Aston Villa,ENG,2006-04-02,1661.26062012,1
Wigan,ENG,2006-04-02,1647.12902832,1
Fulham,ENG,2006-04-02,1647.1114502,1
West Ham,ENG,2006-04-02,1631.3190918,1
Portsmouth,ENG,2006-04-02,1606.84558105,1
Birmingham,ENG,2006-04-02,1604.95837402,1
West Brom,ENG,2006-04-02,1580.65319824,1
Sunderland,ENG,2006-04-02,1509.01086426,1
Chelsea,ENG,2006-04-07,1940.28723145,1
Arsenal,ENG,2006-04-07,1891.19177246,1
Man United,ENG,2006-04-07,1878.74609375,1
Liverpool,ENG,2006-04-07,1833.34448242,1
Tottenham,ENG,2006-04-07,1748.41760254,1
Middlesbrough,ENG,2006-04-07,1738.83532715,1
Blackburn,ENG,2006-04-07,1729.41174316,1
Bolton,ENG,2006-04-07,1729.36010742,1
Newcastle,ENG,2006-04-07,1702.73132324,1
Man City,ENG,2006-04-07,1684.19458008,1
Charlton,ENG,2006-04-07,1679.04040527,1
Everton,ENG,2006-04-07,1677.96826172,1
Aston Villa,ENG,2006-04-07,1670.13256836,1
Wigan,ENG,2006-04-07,1660.24719238,1
Fulham,ENG,2006-04-07,1655.98339844,1
West Ham,ENG,2006-04-07,1638.95849609,1
Birmingham,ENG,2006-04-07,1623.02099609,1
Portsmouth,ENG,2006-04-07,1615.71765137,1
West Brom,ENG,2006-04-07,1589.52526855,1
Sunderland,ENG,2006-04-07,1517.8828125,1
Chelsea,ENG,2006-04-11,1942.65368652,1
Man United,ENG,2006-04-11,1887.93200684,1
Arsenal,ENG,2006-04-11,1882.00598145,1
Liverpool,ENG,2006-04-11,1837.30224609,1
Tottenham,ENG,2006-04-11,1753.05944824,1
Blackburn,ENG,2006-04-11,1728.47741699,1
Middlesbrough,ENG,2006-04-11,1727.85510254,1
Bolton,ENG,2006-04-11,1725.40234375,1
Newcastle,ENG,2006-04-11,1713.71154785,1
Everton,ENG,2006-04-11,1680.29138184,1
Man City,ENG,2006-04-11,1679.55273438,1
Charlton,ENG,2006-04-11,1676.71740723,1
Aston Villa,ENG,2006-04-11,1665.81872559,1
Wigan,ENG,2006-04-11,1656.96618652,1
Fulham,ENG,2006-04-11,1655.98339844,1
West Ham,ENG,2006-04-11,1636.59191895,1
Birmingham,ENG,2006-04-11,1626.30187988,1
Portsmouth,ENG,2006-04-11,1616.65185547,1
West Brom,ENG,2006-04-11,1593.83911133,1
Sunderland,ENG,2006-04-11,1517.8828125,1
Chelsea,ENG,2006-04-14,1942.65368652,1
Man United,ENG,2006-04-14,1887.93200684,1
Arsenal,ENG,2006-04-14,1877.11279297,1
Liverpool,ENG,2006-04-14,1837.30224609,1
Tottenham,ENG,2006-04-14,1753.05944824,1
Blackburn,ENG,2006-04-14,1728.47741699,1
Middlesbrough,ENG,2006-04-14,1727.85510254,1
Bolton,ENG,2006-04-14,1725.40234375,1
Newcastle,ENG,2006-04-14,1713.71154785,1
Everton,ENG,2006-04-14,1680.29138184,1
Man City,ENG,2006-04-14,1679.55273438,1
Charlton,ENG,2006-04-14,1676.71740723,1
Aston Villa,ENG,2006-04-14,1665.81872559,1
Wigan,ENG,2006-04-14,1656.96618652,1
Fulham,ENG,2006-04-14,1655.98339844,1
West Ham,ENG,2006-04-14,1636.59191895,1
Birmingham,ENG,2006-04-14,1626.30187988,1
Portsmouth,ENG,2006-04-14,1621.54492188,1
West Brom,ENG,2006-04-14,1593.83911133,1
Sunderland,ENG,2006-04-14,1517.8828125,1
Chelsea,ENG,2006-04-16,1949.35351562,1
Man United,ENG,2006-04-16,1879.32836914,1
Arsenal,ENG,2006-04-16,1879.30529785,1
Liverpool,ENG,2006-04-16,1837.30224609,1
Tottenham,ENG,2006-04-16,1761.32116699,1
Blackburn,ENG,2006-04-16,1728.47741699,1
Newcastle,ENG,2006-04-16,1720.60449219,1
Middlesbrough,ENG,2006-04-16,1719.29699707,1
Bolton,ENG,2006-04-16,1718.70263672,1
Man City,ENG,2006-04-16,1672.43591309,1
Everton,ENG,2006-04-16,1672.02954102,1
Charlton,ENG,2006-04-16,1670.1517334,1
Aston Villa,ENG,2006-04-16,1665.81872559,1
Fulham,ENG,2006-04-16,1662.54919434,1
Wigan,ENG,2006-04-16,1650.07324219,1
West Ham,ENG,2006-04-16,1643.7088623,1
Portsmouth,ENG,2006-04-16,1630.10302734,1
Birmingham,ENG,2006-04-16,1626.30187988,1
West Brom,ENG,2006-04-16,1591.64660645,1
Sunderland,ENG,2006-04-16,1526.4864502,1
Chelsea,ENG,2006-04-18,1952.15429688,1
Man United,ENG,2006-04-18,1886.28015137,1
Arsenal,ENG,2006-04-18,1879.30529785,1
Liverpool,ENG,2006-04-18,1844.65661621,1
Tottenham,ENG,2006-04-18,1754.36938477,1
Newcastle,ENG,2006-04-18,1729.5057373,1
Middlesbrough,ENG,2006-04-18,1725.49694824,1
Blackburn,ENG,2006-04-18,1721.12304688,1
Bolton,ENG,2006-04-18,1717.2635498,1
Charlton,ENG,2006-04-18,1675.43286133,1
Aston Villa,ENG,2006-04-18,1673.44226074,1
Man City,ENG,2006-04-18,1672.43591309,1
Everton,ENG,2006-04-18,1669.2286377,1
Fulham,ENG,2006-04-18,1662.54919434,1
Wigan,ENG,2006-04-18,1650.07324219,1
West Ham,ENG,2006-04-18,1637.50891113,1
Portsmouth,ENG,2006-04-18,1624.82189941,1
Birmingham,ENG,2006-04-18,1618.6784668,1
West Brom,ENG,2006-04-18,1593.08569336,1
Sunderland,ENG,2006-04-18,1517.58520508,1
Chelsea,ENG,2006-04-23,1951.9864502,1
Man United,ENG,2006-04-23,1886.11230469,1
Arsenal,ENG,2006-04-23,1877.77868652,1
Liverpool,ENG,2006-04-23,1844.48876953,1
Tottenham,ENG,2006-04-23,1759.52685547,1
Newcastle,ENG,2006-04-23,1735.17614746,1
Bolton,ENG,2006-04-23,1726.23132324,1
Middlesbrough,ENG,2006-04-23,1720.84106445,1
Blackburn,ENG,2006-04-23,1712.15722656,1
Man City,ENG,2006-04-23,1672.26794434,1
Aston Villa,ENG,2006-04-23,1666.49353027,1
Charlton,ENG,2006-04-23,1666.12939453,1
Everton,ENG,2006-04-23,1665.76074219,1
Fulham,ENG,2006-04-23,1662.38122559,1
Wigan,ENG,2006-04-23,1656.68615723,1
West Ham,ENG,2006-04-23,1637.34106445,1
Birmingham,ENG,2006-04-23,1630.60852051,1
Portsmouth,ENG,2006-04-23,1628.5123291,1
West Brom,ENG,2006-04-23,1587.07958984,1
Sunderland,ENG,2006-04-23,1513.55895996,1
Chelsea,ENG,2006-04-25,1951.9864502,1
Man United,ENG,2006-04-25,1886.11230469,1
Arsenal,ENG,2006-04-25,1877.77868652,1
Liverpool,ENG,2006-04-25,1844.48876953,1
Tottenham,ENG,2006-04-25,1759.52685547,1
Newcastle,ENG,2006-04-25,1735.17614746,1
Bolton,ENG,2006-04-25,1726.23132324,1
Middlesbrough,ENG,2006-04-25,1720.84106445,1
Blackburn,ENG,2006-04-25,1712.15722656,1
Man City,ENG,2006-04-25,1672.26794434,1
Fulham,ENG,2006-04-25,1668.28051758,1
Aston Villa,ENG,2006-04-25,1666.49353027,1
Charlton,ENG,2006-04-25,1666.12939453,1
Everton,ENG,2006-04-25,1665.76074219,1
Wigan,ENG,2006-04-25,1650.78686523,1
West Ham,ENG,2006-04-25,1637.34106445,1
Birmingham,ENG,2006-04-25,1630.60852051,1
Portsmouth,ENG,2006-04-25,1628.5123291,1
West Brom,ENG,2006-04-25,1587.07958984,1
Sunderland,ENG,2006-04-25,1513.55895996,1
Chelsea,ENG,2006-04-29,1959.04467773,1
Man United,ENG,2006-04-29,1893.17053223,1
Arsenal,ENG,2006-04-29,1889.98303223,1
Liverpool,ENG,2006-04-29,1856.48791504,1
Tottenham,ENG,2006-04-29,1766.58508301,1
Middlesbrough,ENG,2006-04-29,1744.34143066,1
Newcastle,ENG,2006-04-29,1742.234375,1
Bolton,ENG,2006-04-29,1733.28955078,1
Blackburn,ENG,2006-04-29,1719.2154540999998,1
Man City,ENG,2006-04-29,1689.33728027,1
Fulham,ENG,2006-04-29,1675.33874512,1
Charlton,ENG,2006-04-29,1673.18762207,1
Everton,ENG,2006-04-29,1672.81896973,1
Aston Villa,ENG,2006-04-29,1663.54064941,1
Wigan,ENG,2006-04-29,1657.84509277,1
West Ham,ENG,2006-04-29,1639.45837402,1
Birmingham,ENG,2006-04-29,1637.66674805,1
Portsmouth,ENG,2006-04-29,1635.57055664,1
West Brom,ENG,2006-04-29,1594.13781738,1
Sunderland,ENG,2006-04-29,1520.6171875,1
Chelsea,ENG,2006-05-01,1967.25476074,1
Arsenal,ENG,2006-05-01,1889.98303223,1
Man United,ENG,2006-05-01,1884.96057129,1
Liverpool,ENG,2006-05-01,1860.05541992,1
Tottenham,ENG,2006-05-01,1772.07067871,1
Newcastle,ENG,2006-05-01,1741.48962402,1
Middlesbrough,ENG,2006-05-01,1732.65612793,1
Blackburn,ENG,2006-05-01,1731.98413086,1
Bolton,ENG,2006-05-01,1727.80395508,1
Fulham,ENG,2006-05-01,1685.75524902,1
Everton,ENG,2006-05-01,1684.50427246,1
Man City,ENG,2006-05-01,1678.92077637,1
Charlton,ENG,2006-05-01,1660.41906738,1
Aston Villa,ENG,2006-05-01,1659.97314453,1
Wigan,ENG,2006-05-01,1647.22424316,1
Portsmouth,ENG,2006-05-01,1646.19140625,1
West Ham,ENG,2006-05-01,1639.45837402,1
Birmingham,ENG,2006-05-01,1638.41162109,1
West Brom,ENG,2006-05-01,1594.13781738,1
Sunderland,ENG,2006-05-01,1520.6171875,1
Chelsea,ENG,2006-05-03,1955.03430176,1
Arsenal,ENG,2006-05-03,1893.72558594,1
Man United,ENG,2006-05-03,1879.18591309,1
Liverpool,ENG,2006-05-03,1860.05541992,1
Tottenham,ENG,2006-05-03,1772.07067871,1
Blackburn,ENG,2006-05-03,1744.20446777,1
Newcastle,ENG,2006-05-03,1741.48962402,1
Middlesbrough,ENG,2006-05-03,1738.43066406,1
Bolton,ENG,2006-05-03,1727.80395508,1
Fulham,ENG,2006-05-03,1685.75524902,1
Everton,ENG,2006-05-03,1684.50427246,1
Man City,ENG,2006-05-03,1678.92077637,1
Charlton,ENG,2006-05-03,1660.41906738,1
Aston Villa,ENG,2006-05-03,1659.97314453,1
West Ham,ENG,2006-05-03,1648.42199707,1
Wigan,ENG,2006-05-03,1647.22424316,1
Portsmouth,ENG,2006-05-03,1646.19140625,1
Birmingham,ENG,2006-05-03,1638.41162109,1
West Brom,ENG,2006-05-03,1585.17419434,1
Sunderland,ENG,2006-05-03,1516.87463379,1
Chelsea,ENG,2006-08-18,1938.20483398,1
Arsenal,ENG,2006-08-18,1893.15161133,1
Man United,ENG,2006-08-18,1878.40625,1
Liverpool,ENG,2006-08-18,1860.97619629,1
Tottenham,ENG,2006-08-18,1757.77966309,1
Newcastle,ENG,2006-08-18,1748.11938477,1
Blackburn,ENG,2006-08-18,1745.63317871,1
Bolton,ENG,2006-08-18,1725.1628417999998,1
Middlesbrough,ENG,2006-08-18,1716.91357422,1
Fulham,ENG,2006-08-18,1677.91687012,1
Everton,ENG,2006-08-18,1674.72998047,1
Reading,ENG,2006-08-18,1668.53674316,1
Man City,ENG,2006-08-18,1660.51184082,1
Aston Villa,ENG,2006-08-18,1658.29016113,1
West Ham,ENG,2006-08-18,1652.41577148,1
Charlton,ENG,2006-08-18,1650.90148926,1
Wigan,ENG,2006-08-18,1639.47412109,1
Portsmouth,ENG,2006-08-18,1634.38354492,1
Watford,ENG,2006-08-18,1578.13879395,1
Sheffield United,ENG,2006-08-18,1566.96179199,1
Chelsea,ENG,2006-08-21,1940.98754883,1
Arsenal,ENG,2006-08-21,1886.01135254,1
Man United,ENG,2006-08-21,1883.05810547,1
Liverpool,ENG,2006-08-21,1855.41711426,1
Newcastle,ENG,2006-08-21,1751.96472168,1
Tottenham,ENG,2006-08-21,1747.83972168,1
Bolton,ENG,2006-08-21,1735.10266113,1
Blackburn,ENG,2006-08-21,1730.29638672,1
Middlesbrough,ENG,2006-08-21,1709.60632324,1
Everton,ENG,2006-08-21,1678.76367188,1
Reading,ENG,2006-08-21,1675.84399414,1
Fulham,ENG,2006-08-21,1673.26501465,1
Aston Villa,ENG,2006-08-21,1665.43029785,1
West Ham,ENG,2006-08-21,1660.96386719,1
Man City,ENG,2006-08-21,1657.72912598,1
Portsmouth,ENG,2006-08-21,1649.72033691,1
Charlton,ENG,2006-08-21,1642.35339355,1
Wigan,ENG,2006-08-21,1635.62866211,1
Watford,ENG,2006-08-21,1574.10510254,1
Sheffield United,ENG,2006-08-21,1572.52087402,1
Chelsea,ENG,2006-08-25,1929.7265625,1
Man United,ENG,2006-08-25,1890.87805176,1
Arsenal,ENG,2006-08-25,1886.8918457000002,1
Liverpool,ENG,2006-08-25,1857.90161133,1
Newcastle,ENG,2006-08-25,1752.76098633,1
Tottenham,ENG,2006-08-25,1752.37097168,1
Bolton,ENG,2006-08-25,1736.29467773,1
Blackburn,ENG,2006-08-25,1727.40979004,1
Middlesbrough,ENG,2006-08-25,1722.26916504,1
Everton,ENG,2006-08-25,1683.05212402,1
Fulham,ENG,2006-08-25,1673.47497559,1
Aston Villa,ENG,2006-08-25,1672.49084473,1
Reading,ENG,2006-08-25,1670.18530273,1
West Ham,ENG,2006-08-25,1661.42724609,1
Man City,ENG,2006-08-25,1655.97924805,1
Portsmouth,ENG,2006-08-25,1652.87219238,1
Wigan,ENG,2006-08-25,1636.32958984,1
Charlton,ENG,2006-08-25,1635.9354248,1
Watford,ENG,2006-08-25,1575.04345703,1
Sheffield United,ENG,2006-08-25,1569.39147949,1
Chelsea,ENG,2006-08-27,1929.7265625,1
Man United,ENG,2006-08-27,1893.69018555,1
Arsenal,ENG,2006-08-27,1874.88830566,1
Liverpool,ENG,2006-08-27,1860.34643555,1
Newcastle,ENG,2006-08-27,1752.76098633,1
Tottenham,ENG,2006-08-27,1735.77758789,1
Blackburn,ENG,2006-08-27,1727.40979004,1
Bolton,ENG,2006-08-27,1724.06103516,1
Middlesbrough,ENG,2006-08-27,1722.26916504,1
Everton,ENG,2006-08-27,1699.64550781,1
Fulham,ENG,2006-08-27,1677.29797363,1
Aston Villa,ENG,2006-08-27,1672.49084473,1
Man City,ENG,2006-08-27,1667.98278809,1
Reading,ENG,2006-08-27,1663.2487793,1
West Ham,ENG,2006-08-27,1658.98242188,1
Portsmouth,ENG,2006-08-27,1652.87219238,1
Charlton,ENG,2006-08-27,1648.16906738,1
Wigan,ENG,2006-08-27,1643.26611328,1
Watford,ENG,2006-08-27,1572.23120117,1
Sheffield United,ENG,2006-08-27,1565.56848145,1
Chelsea,ENG,2006-09-09,1937.02392578,1
Man United,ENG,2006-09-09,1893.69018555,1
Arsenal,ENG,2006-09-09,1874.88830566,1
Liverpool,ENG,2006-09-09,1860.34643555,1
Newcastle,ENG,2006-09-09,1741.3449707000002,1
Tottenham,ENG,2006-09-09,1735.77758789,1
Bolton,ENG,2006-09-09,1724.06103516,1
Blackburn,ENG,2006-09-09,1720.11242676,1
Everton,ENG,2006-09-09,1699.64550781,1
Middlesbrough,ENG,2006-09-09,1699.04968262,1
Aston Villa,ENG,2006-09-09,1683.90686035,1
Fulham,ENG,2006-09-09,1677.29797363,1
Portsmouth,ENG,2006-09-09,1676.09155273,1
Man City,ENG,2006-09-09,1667.98278809,1
Reading,ENG,2006-09-09,1663.2487793,1
West Ham,ENG,2006-09-09,1658.98242188,1
Charlton,ENG,2006-09-09,1648.16906738,1
Wigan,ENG,2006-09-09,1643.26611328,1
Watford,ENG,2006-09-09,1572.23120117,1
Sheffield United,ENG,2006-09-09,1565.56848145,1
Chelsea,ENG,2006-09-15,1945.92932129,1
Man United,ENG,2006-09-15,1901.79162598,1
Arsenal,ENG,2006-09-15,1879.69934082,1
Liverpool,ENG,2006-09-15,1848.13586426,1
Tottenham,ENG,2006-09-15,1740.60144043,1
Newcastle,ENG,2006-09-15,1733.72924805,1
Bolton,ENG,2006-09-15,1730.98046875,1
Blackburn,ENG,2006-09-15,1724.46740723,1
Everton,ENG,2006-09-15,1721.41394043,1
Middlesbrough,ENG,2006-09-15,1709.1920165999998,1
Fulham,ENG,2006-09-15,1692.66552734,1
Aston Villa,ENG,2006-09-15,1689.41540527,1
Portsmouth,ENG,2006-09-15,1685.32397461,1
Reading,ENG,2006-09-15,1673.30541992,1
Man City,ENG,2006-09-15,1665.66430664,1
West Ham,ENG,2006-09-15,1652.19567871,1
Charlton,ENG,2006-09-15,1650.56396484,1
Wigan,ENG,2006-09-15,1641.77185059,1
Watford,ENG,2006-09-15,1573.05004883,1
Sheffield United,ENG,2006-09-15,1571.5447998,1
Chelsea,ENG,2006-09-19,1950.0892334000002,1
Man United,ENG,2006-09-19,1891.14440918,1
Arsenal,ENG,2006-09-19,1890.34643555,1
Liverpool,ENG,2006-09-19,1843.97595215,1
Newcastle,ENG,2006-09-19,1744.94177246,1
Tottenham,ENG,2006-09-19,1737.15246582,1
Blackburn,ENG,2006-09-19,1731.42626953,1
Bolton,ENG,2006-09-19,1728.16906738,1
Everton,ENG,2006-09-19,1717.15039062,1
Middlesbrough,ENG,2006-09-19,1712.00354004,1
Fulham,ENG,2006-09-19,1696.11450195,1
Portsmouth,ENG,2006-09-19,1694.52050781,1
Aston Villa,ENG,2006-09-19,1688.33251953,1
Reading,ENG,2006-09-19,1680.69140625,1
Man City,ENG,2006-09-19,1658.70532227,1
Wigan,ENG,2006-09-19,1646.03552246,1
Charlton,ENG,2006-09-19,1641.36743164,1
West Ham,ENG,2006-09-19,1640.98303223,1
Watford,ENG,2006-09-19,1574.13293457,1
Sheffield United,ENG,2006-09-19,1564.15881348,1
Chelsea,ENG,2006-09-23,1950.0892334000002,1
Man United,ENG,2006-09-23,1891.14440918,1
Arsenal,ENG,2006-09-23,1890.34643555,1
Liverpool,ENG,2006-09-23,1849.78710938,1
Newcastle,ENG,2006-09-23,1739.1307373,1
Tottenham,ENG,2006-09-23,1737.15246582,1
Blackburn,ENG,2006-09-23,1731.42626953,1
Bolton,ENG,2006-09-23,1728.16906738,1
Everton,ENG,2006-09-23,1717.15039062,1
Middlesbrough,ENG,2006-09-23,1712.00354004,1
Fulham,ENG,2006-09-23,1696.11450195,1
Portsmouth,ENG,2006-09-23,1694.52050781,1
Aston Villa,ENG,2006-09-23,1688.33251953,1
Reading,ENG,2006-09-23,1680.69140625,1
Man City,ENG,2006-09-23,1658.70532227,1
Wigan,ENG,2006-09-23,1646.03552246,1
Charlton,ENG,2006-09-23,1641.36743164,1
West Ham,ENG,2006-09-23,1640.98303223,1
Watford,ENG,2006-09-23,1574.13293457,1
Sheffield United,ENG,2006-09-23,1564.15881348,1
Chelsea,ENG,2006-09-29,1966.99731445,1
Arsenal,ENG,2006-09-29,1901.42651367,1
Man United,ENG,2006-09-29,1898.33081055,1
Liverpool,ENG,2006-09-29,1863.49731445,1
Blackburn,ENG,2006-09-29,1749.44482422,1
Bolton,ENG,2006-09-29,1742.34362793,1
Newcastle,ENG,2006-09-29,1741.23864746,1
Tottenham,ENG,2006-09-29,1737.16345215,1
Everton,ENG,2006-09-29,1724.82666016,1
Middlesbrough,ENG,2006-09-29,1707.20910645,1
Aston Villa,ENG,2006-09-29,1700.45275879,1
Fulham,ENG,2006-09-29,1695.47290039,1
Portsmouth,ENG,2006-09-29,1690.01257324,1
Reading,ENG,2006-09-29,1689.19775391,1
Man City,ENG,2006-09-29,1671.71777344,1
Wigan,ENG,2006-09-29,1646.83740234,1
Charlton,ENG,2006-09-29,1638.91394043,1
West Ham,ENG,2006-09-29,1627.5513916,1
Watford,ENG,2006-09-29,1582.99768066,1
Sheffield United,ENG,2006-09-29,1566.87963867,1
Chelsea,ENG,2006-10-01,1959.41271973,1
Arsenal,ENG,2006-10-01,1905.17614746,1
Man United,ENG,2006-10-01,1898.33081055,1
Liverpool,ENG,2006-10-01,1850.375,1
Bolton,ENG,2006-10-01,1755.46582031,1
Blackburn,ENG,2006-10-01,1749.44482422,1
Newcastle,ENG,2006-10-01,1741.23864746,1
Tottenham,ENG,2006-10-01,1737.16345215,1
Everton,ENG,2006-10-01,1721.21459961,1
Aston Villa,ENG,2006-10-01,1708.03735352,1
Middlesbrough,ENG,2006-10-01,1697.58813477,1
Fulham,ENG,2006-10-01,1695.47290039,1
Portsmouth,ENG,2006-10-01,1690.01257324,1
Reading,ENG,2006-10-01,1689.19775391,1
Man City,ENG,2006-10-01,1675.32983398,1
Wigan,ENG,2006-10-01,1646.83740234,1
Charlton,ENG,2006-10-01,1635.16430664,1
West Ham,ENG,2006-10-01,1627.5513916,1
Watford,ENG,2006-10-01,1582.99768066,1
Sheffield United,ENG,2006-10-01,1576.50061035,1
Chelsea,ENG,2006-10-14,1959.41271973,1
Arsenal,ENG,2006-10-14,1905.17614746,1
Man United,ENG,2006-10-14,1902.61901855,1
Liverpool,ENG,2006-10-14,1850.375,1
Bolton,ENG,2006-10-14,1755.46582031,1
Blackburn,ENG,2006-10-14,1753.37060547,1
Tottenham,ENG,2006-10-14,1742.29345703,1
Newcastle,ENG,2006-10-14,1736.95043945,1
Everton,ENG,2006-10-14,1721.21459961,1
Aston Villa,ENG,2006-10-14,1708.03735352,1
Reading,ENG,2006-10-14,1697.78601074,1
Middlesbrough,ENG,2006-10-14,1697.58813477,1
Fulham,ENG,2006-10-14,1694.4720459000002,1
Portsmouth,ENG,2006-10-14,1684.88244629,1
Man City,ENG,2006-10-14,1675.32983398,1
Wigan,ENG,2006-10-14,1642.91149902,1
Charlton,ENG,2006-10-14,1635.16430664,1
West Ham,ENG,2006-10-14,1618.96313477,1
Watford,ENG,2006-10-14,1583.99853516,1
Sheffield United,ENG,2006-10-14,1576.50061035,1
Chelsea,ENG,2006-10-20,1977.91430664,1
Man United,ENG,2006-10-20,1917.9720459000002,1
Arsenal,ENG,2006-10-20,1905.6932373,1
Liverpool,ENG,2006-10-20,1862.75183105,1
Bolton,ENG,2006-10-20,1773.69555664,1
Blackburn,ENG,2006-10-20,1771.84753418,1
Tottenham,ENG,2006-10-20,1762.16638184,1
Newcastle,ENG,2006-10-20,1739.47546387,1
Everton,ENG,2006-10-20,1722.90039062,1
Aston Villa,ENG,2006-10-20,1715.25317383,1
Middlesbrough,ENG,2006-10-20,1712.78845215,1
Fulham,ENG,2006-10-20,1707.7010498,1
Reading,ENG,2006-10-20,1702.42822266,1
Portsmouth,ENG,2006-10-20,1699.90893555,1
Man City,ENG,2006-10-20,1679.1015625,1
Wigan,ENG,2006-10-20,1646.03039551,1
Charlton,ENG,2006-10-20,1638.82128906,1
West Ham,ENG,2006-10-20,1620.82263184,1
Watford,ENG,2006-10-20,1590.29956055,1
Sheffield United,ENG,2006-10-20,1589.61486816,1
Chelsea,ENG,2006-10-27,1979.5390625,1
Man United,ENG,2006-10-27,1925.11901855,1
Arsenal,ENG,2006-10-27,1915.65600586,1
Liverpool,ENG,2006-10-27,1855.60473633,1
Bolton,ENG,2006-10-27,1783.84118652,1
Tottenham,ENG,2006-10-27,1765.44848633,1
Blackburn,ENG,2006-10-27,1761.7019042999998,1
Newcastle,ENG,2006-10-27,1732.63781738,1
Everton,ENG,2006-10-27,1727.81628418,1
Middlesbrough,ENG,2006-10-27,1719.62597656,1
Aston Villa,ENG,2006-10-27,1712.92749023,1
Fulham,ENG,2006-10-27,1710.0267334000002,1
Portsmouth,ENG,2006-10-27,1698.28430176,1
Reading,ENG,2006-10-27,1692.4654540999998,1
Man City,ENG,2006-10-27,1664.90820312,1
Wigan,ENG,2006-10-27,1660.22363281,1
Charlton,ENG,2006-10-27,1635.41479492,1
West Ham,ENG,2006-10-27,1617.54052734,1
Watford,ENG,2006-10-27,1593.70593262,1
Sheffield United,ENG,2006-10-27,1584.69897461,1
Chelsea,ENG,2006-10-29,1982.24279785,1
Man United,ENG,2006-10-29,1938.21020508,1
Arsenal,ENG,2006-10-29,1909.20324707,1
Liverpool,ENG,2006-10-29,1860.28857422,1
Bolton,ENG,2006-10-29,1770.75,1
Tottenham,ENG,2006-10-29,1762.83276367,1
Blackburn,ENG,2006-10-29,1761.7019042999998,1
