Club,Country,Date,Elo,Level
Wigan,ENG,2006-01-02,1660.765625,1
Charlton,ENG,2006-01-02,1645.30664062,1
Everton,ENG,2006-01-02,1626.03356934,1
Birmingham,ENG,2006-01-02,1616.84484863,1
West Brom,ENG,2006-01-02,1616.80383301,1
Portsmouth,ENG,2006-01-02,1611.03686523,1
West Ham,ENG,2006-01-02,1607.4140625,1
Sunderland,ENG,2006-01-02,1541.87988281,1
Chelsea,ENG,2006-01-31,1985.45837402,1
Arsenal,ENG,2006-01-31,1860.82751465,1
Liverpool,ENG,2006-01-31,1859.75512695,1
Man United,ENG,2006-01-31,1852.93933105,1
Bolton,ENG,2006-01-31,1762.95324707,1
Tottenham,ENG,2006-01-31,1752.77416992,1
Blackburn,ENG,2006-01-31,1715.6583252,1
Man City,ENG,2006-01-31,1709.88781738,1
Newcastle,ENG,2006-01-31,1694.8651123,1
Aston Villa,ENG,2006-01-31,1674.93322754,1
Middlesbrough,ENG,2006-01-31,1674.92138672,1
Fulham,ENG,2006-01-31,1670.70239258,1
Everton,ENG,2006-01-31,1656.87927246,1
Charlton,ENG,2006-01-31,1652.83081055,1
Wigan,ENG,2006-01-31,1650.05493164,1
Birmingham,ENG,2006-01-31,1631.84289551,1
West Ham,ENG,2006-01-31,1624.21569824,1
West Brom,ENG,2006-01-31,1607.6138916,1
Portsmouth,ENG,2006-01-31,1584.36633301,1
Sunderland,ENG,2006-01-31,1548.76208496,1
Chelsea,ENG,2006-02-14,1960.3605957000002,1
Man United,ENG,2006-02-14,1852.07897949,1
Arsenal,ENG,2006-02-14,1848.19580078,1
Liverpool,ENG,2006-02-14,1836.22387695,1
Bolton,ENG,2006-02-14,1759.51269531,1
Tottenham,ENG,2006-02-14,1746.4107665999998,1
Man City,ENG,2006-02-14,1717.54663086,1
Blackburn,ENG,2006-02-14,1704.89831543,1
Newcastle,ENG,2006-02-14,1700.4197998,1
Middlesbrough,ENG,2006-02-14,1690.82348633,1
Aston Villa,ENG,2006-02-14,1690.69970703,1
Fulham,ENG,2006-02-14,1686.69189453,1
Everton,ENG,2006-02-14,1674.16247559,1
West Ham,ENG,2006-02-14,1655.19567871,1
Charlton,ENG,2006-02-14,1655.08496094,1
Wigan,ENG,2006-02-14,1647.66992188,1
Birmingham,ENG,2006-02-14,1621.82446289,1
West Brom,ENG,2006-02-14,1612.06384277,1
Portsmouth,ENG,2006-02-14,1576.62731934,1
Sunderland,ENG,2006-02-14,1535.75085449,1
Chelsea,ENG,2006-03-10,1943.78076172,1
Man United,ENG,2006-03-10,1847.27490234,1
Arsenal,ENG,2006-03-10,1845.75097656,1
Liverpool,ENG,2006-03-10,1798.70214844,1
Tottenham,ENG,2006-03-10,1737.64562988,1
Bolton,ENG,2006-03-10,1731.11022949,1
Middlesbrough,ENG,2006-03-10,1709.17199707,1
Man City,ENG,2006-03-10,1706.57666016,1
Newcastle,ENG,2006-03-10,1705.73254395,1
Blackburn,ENG,2006-03-10,1703.42993164,1
Aston Villa,ENG,2006-03-10,1685.72058105,1
Fulham,ENG,2006-03-10,1660.38464355,1
Everton,ENG,2006-03-10,1658.11364746,1
Charlton,ENG,2006-03-10,1653.73864746,1
West Ham,ENG,2006-03-10,1643.43273926,1
Wigan,ENG,2006-03-10,1637.42749023,1
Birmingham,ENG,2006-03-10,1611.97314453,1
West Brom,ENG,2006-03-10,1588.67468262,1
Portsmouth,ENG,2006-03-10,1561.85437012,1
Sunderland,ENG,2006-03-10,1514.95275879,1
Chelsea,ENG,2006-03-28,1937.14379883,1
Man United,ENG,2006-03-28,1860.51672363,1
Arsenal,ENG,2006-03-28,1857.00024414,1
Liverpool,ENG,2006-03-28,1817.48706055,1
Tottenham,ENG,2006-03-28,1749.89758301,1
Bolton,ENG,2006-03-28,1735.91040039,1
Blackburn,ENG,2006-03-28,1724.2043457000002,1
Middlesbrough,ENG,2006-03-28,1710.29980469,1
Man City,ENG,2006-03-28,1684.49926758,1
Newcastle,ENG,2006-03-28,1682.34448242,1
Everton,ENG,2006-03-28,1674.74243164,1
Charlton,ENG,2006-03-28,1668.35449219,1
Aston Villa,ENG,2006-03-28,1665.86279297,1
Fulham,ENG,2006-03-28,1662.99938965,1
Wigan,ENG,2006-03-28,1646.54772949,1
West Ham,ENG,2006-03-28,1632.70068359,1
Birmingham,ENG,2006-03-28,1598.0670166,1
Portsmouth,ENG,2006-03-28,1589.79492188,1
West Brom,ENG,2006-03-28,1586.47583008,1
Sunderland,ENG,2006-03-28,1502.2019043,1
Chelsea,ENG,2006-04-13,1942.65368652,1
Man United,ENG,2006-04-13,1887.93200684,1
Arsenal,ENG,2006-04-13,1877.11279297,1
Liverpool,ENG,2006-04-13,1837.30224609,1
Tottenham,ENG,2006-04-13,1753.05944824,1
Blackburn,ENG,2006-04-13,1728.47741699,1
Middlesbrough,ENG,2006-04-13,1727.85510254,1
Bolton,ENG,2006-04-13,1725.40234375,1
Newcastle,ENG,2006-04-13,1713.71154785,1
Everton,ENG,2006-04-13,1680.29138184,1
Man City,ENG,2006-04-13,1679.55273438,1
Charlton,ENG,2006-04-13,1676.71740723,1
Aston Villa,ENG,2006-04-13,1665.81872559,1
Wigan,ENG,2006-04-13,1656.96618652,1
Fulham,ENG,2006-04-13,1655.98339844,1
West Ham,ENG,2006-04-13,1636.59191895,1
Birmingham,ENG,2006-04-13,1626.30187988,1
Portsmouth,ENG,2006-04-13,1621.54492188,1
West Brom,ENG,2006-04-13,1593.83911133,1
Sunderland,ENG,2006-04-13,1517.8828125,1
Chelsea,ENG,2006-04-24,1951.9864502,1
Man United,ENG,2006-04-24,1886.11230469,1
Arsenal,ENG,2006-04-24,1877.77868652,1
Liverpool,ENG,2006-04-24,1844.48876953,1
Tottenham,ENG,2006-04-24,1759.52685547,1
Newcastle,ENG,2006-04-24,1735.17614746,1
Bolton,ENG,2006-04-24,1726.23132324,1
Middlesbrough,ENG,2006-04-24,1720.84106445,1
Blackburn,ENG,2006-04-24,1712.15722656,1
Man City,ENG,2006-04-24,1672.26794434,1
Aston Villa,ENG,2006-04-24,1666.49353027,1
Charlton,ENG,2006-04-24,1666.12939453,1
Everton,ENG,2006-04-24,1665.76074219,1
Fulham,ENG,2006-04-24,1662.38122559,1
Wigan,ENG,2006-04-24,1656.68615723,1
West Ham,ENG,2006-04-24,1637.34106445,1
Birmingham,ENG,2006-04-24,1630.60852051,1
Portsmouth,ENG,2006-04-24,1628.5123291,1
West Brom,ENG,2006-04-24,1587.07958984,1
Sunderland,ENG,2006-04-24,1513.55895996,1
Chelsea,ENG,2006-05-06,1955.03430176,1
Arsenal,ENG,2006-05-06,1900.40869141,1
Man United,ENG,2006-05-06,1879.18591309,1
Liverpool,ENG,2006-05-06,1860.05541992,1
Tottenham,ENG,2006-05-06,1772.07067871,1
Blackburn,ENG,2006-05-06,1744.20446777,1
Newcastle,ENG,2006-05-06,1741.48962402,1
Middlesbrough,ENG,2006-05-06,1740.29199219,1
Bolton,ENG,2006-05-06,1725.94250488,1
Everton,ENG,2006-05-06,1684.50427246,1
Fulham,ENG,2006-05-06,1675.35717773,1
Man City,ENG,2006-05-06,1672.23779297,1
Charlton,ENG,2006-05-06,1660.41906738,1
Aston Villa,ENG,2006-05-06,1659.97314453,1
West Ham,ENG,2006-05-06,1648.42199707,1
Wigan,ENG,2006-05-06,1647.22424316,1
Portsmouth,ENG,2006-05-06,1646.19140625,1
Birmingham,ENG,2006-05-06,1638.41162109,1
West Brom,ENG,2006-05-06,1585.17419434,1
Sunderland,ENG,2006-05-06,1527.27270508,1
Chelsea,ENG,2006-09-08,1937.02392578,1
Man United,ENG,2006-09-08,1893.69018555,1
Arsenal,ENG,2006-09-08,1874.88830566,1
Liverpool,ENG,2006-09-08,1860.34643555,1
Newcastle,ENG,2006-09-08,1741.3449707000002,1
Tottenham,ENG,2006-09-08,1735.77758789,1
Bolton,ENG,2006-09-08,1724.06103516,1
Blackburn,ENG,2006-09-08,1720.11242676,1
Everton,ENG,2006-09-08,1699.64550781,1
Middlesbrough,ENG,2006-09-08,1699.04968262,1
Aston Villa,ENG,2006-09-08,1683.90686035,1
Fulham,ENG,2006-09-08,1677.29797363,1
Portsmouth,ENG,2006-09-08,1676.09155273,1
Man City,ENG,2006-09-08,1667.98278809,1
Reading,ENG,2006-09-08,1663.2487793,1
West Ham,ENG,2006-09-08,1658.98242188,1
Charlton,ENG,2006-09-08,1648.16906738,1
Wigan,ENG,2006-09-08,1643.26611328,1
Watford,ENG,2006-09-08,1572.23120117,1
Sheffield United,ENG,2006-09-08,1565.56848145,1
Chelsea,ENG,2006-09-24,1955.56408691,1
Arsenal,ENG,2006-09-24,1892.45898438,1
Man United,ENG,2006-09-24,1887.47143555,1
Liverpool,ENG,2006-09-24,1856.51843262,1
Blackburn,ENG,2006-09-24,1741.05407715,1
Newcastle,ENG,2006-09-24,1739.1307373,1
Tottenham,ENG,2006-09-24,1730.42126465,1
Bolton,ENG,2006-09-24,1728.16906738,1
Everton,ENG,2006-09-24,1717.15039062,1
Middlesbrough,ENG,2006-09-24,1702.37573242,1
Aston Villa,ENG,2006-09-24,1695.61938477,1
Portsmouth,ENG,2006-09-24,1694.52050781,1
Fulham,ENG,2006-09-24,1690.63964844,1
Reading,ENG,2006-09-24,1684.36437988,1
Man City,ENG,2006-09-24,1666.88439941,1
Wigan,ENG,2006-09-24,1642.00415039,1
Charlton,ENG,2006-09-24,1634.08056641,1
West Ham,ENG,2006-09-24,1632.80395508,1
Watford,ENG,2006-09-24,1578.16430664,1
Sheffield United,ENG,2006-09-24,1562.04626465,1
Chelsea,ENG,2006-10-21,1977.91430664,1
Man United,ENG,2006-10-21,1917.9720459000002,1
Arsenal,ENG,2006-10-21,1905.6932373,1
Liverpool,ENG,2006-10-21,1862.75183105,1
Bolton,ENG,2006-10-21,1773.69555664,1
Blackburn,ENG,2006-10-21,1771.84753418,1
Tottenham,ENG,2006-10-21,1762.16638184,1
Newcastle,ENG,2006-10-21,1739.47546387,1
Everton,ENG,2006-10-21,1722.90039062,1
Aston Villa,ENG,2006-10-21,1715.25317383,1
Middlesbrough,ENG,2006-10-21,1712.78845215,1
Fulham,ENG,2006-10-21,1707.7010498,1
Reading,ENG,2006-10-21,1702.42822266,1
Portsmouth,ENG,2006-10-21,1699.90893555,1
Man City,ENG,2006-10-21,1679.1015625,1
Wigan,ENG,2006-10-21,1646.03039551,1
Charlton,ENG,2006-10-21,1638.82128906,1
West Ham,ENG,2006-10-21,1620.82263184,1
Watford,ENG,2006-10-21,1590.29956055,1
Sheffield United,ENG,2006-10-21,1589.61486816,1
Chelsea,ENG,2006-11-17,1977.82739258,1
Man United,ENG,2006-11-17,1935.64990234,1
Arsenal,ENG,2006-11-17,1902.05090332,1
Liverpool,ENG,2006-11-17,1861.44970703,1
Tottenham,ENG,2006-11-17,1768.76245117,1
Bolton,ENG,2006-11-17,1758.41223145,1
Blackburn,ENG,2006-11-17,1743.71520996,1
Aston Villa,ENG,2006-11-17,1731.47668457,1
Newcastle,ENG,2006-11-17,1728.71374512,1
Everton,ENG,2006-11-17,1719.10461426,1
Fulham,ENG,2006-11-17,1710.56225586,1
Middlesbrough,ENG,2006-11-17,1706.61437988,1
Portsmouth,ENG,2006-11-17,1703.05651855,1
Reading,ENG,2006-11-17,1694.51843262,1
Wigan,ENG,2006-11-17,1691.55541992,1
Man City,ENG,2006-11-17,1666.96069336,1
Charlton,ENG,2006-11-17,1644.29919434,1
West Ham,ENG,2006-11-17,1637.86132812,1
Watford,ENG,2006-11-17,1609.43408203,1
Sheffield United,ENG,2006-11-17,1600.23779297,1
Chelsea,ENG,2006-12-03,1976.83044434,1
Man United,ENG,2006-12-03,1935.11413574,1
Arsenal,ENG,2006-12-03,1881.48046875,1
Liverpool,ENG,2006-12-03,1876.45910645,1
Tottenham,ENG,2006-12-03,1779.49743652,1
Bolton,ENG,2006-12-03,1754.0123290999998,1
Blackburn,ENG,2006-12-03,1751.34558105,1
Newcastle,ENG,2006-12-03,1747.33764648,1
Everton,ENG,2006-12-03,1723.35791016,1
Reading,ENG,2006-12-03,1719.94787598,1
Aston Villa,ENG,2006-12-03,1716.71350098,1
Middlesbrough,ENG,2006-12-03,1708.02001953,1
Portsmouth,ENG,2006-12-03,1706.88305664,1
Fulham,ENG,2006-12-03,1695.48352051,1
Man City,ENG,2006-12-03,1692.35644531,1
Wigan,ENG,2006-12-03,1674.13317871,1
West Ham,ENG,2006-12-03,1643.21374512,1
Charlton,ENG,2006-12-03,1631.93774414,1
Sheffield United,ENG,2006-12-03,1611.10559082,1
Watford,ENG,2006-12-03,1596.10668945,1
Chelsea,ENG,2006-12-16,1976.65039062,1
Man United,ENG,2006-12-16,1941.16638184,1
Arsenal,ENG,2006-12-16,1893.60754395,1
Liverpool,ENG,2006-12-16,1871.25683594,1
Tottenham,ENG,2006-12-16,1795.96069336,1
Newcastle,ENG,2006-12-16,1766.00341797,1
Bolton,ENG,2006-12-16,1761.62438965,1
Blackburn,ENG,2006-12-16,1733.56359863,1
Everton,ENG,2006-12-16,1721.03039551,1
Aston Villa,ENG,2006-12-16,1717.1920165999998,1
Portsmouth,ENG,2006-12-16,1717.04748535,1
Reading,ENG,2006-12-16,1714.80847168,1
Middlesbrough,ENG,2006-12-16,1701.68310547,1
Fulham,ENG,2006-12-16,1691.09851074,1
Wigan,ENG,2006-12-16,1686.09020996,1
Man City,ENG,2006-12-16,1685.98913574,1
Charlton,ENG,2006-12-16,1635.54406738,1
West Ham,ENG,2006-12-16,1618.234375,1
Sheffield United,ENG,2006-12-16,1612.56213379,1
Watford,ENG,2006-12-16,1602.65808105,1
Chelsea,ENG,2007-01-12,1963.203125,1
Man United,ENG,2007-01-12,1937.25927734,1
Liverpool,ENG,2007-01-12,1887.30078125,1
Arsenal,ENG,2007-01-12,1887.04760742,1
Tottenham,ENG,2007-01-12,1789.90148926,1
Bolton,ENG,2007-01-12,1786.11547852,1
Blackburn,ENG,2007-01-12,1766.34228516,1
Newcastle,ENG,2007-01-12,1762.69934082,1
Everton,ENG,2007-01-12,1732.99926758,1
Portsmouth,ENG,2007-01-12,1731.05407715,1
Reading,ENG,2007-01-12,1707.07165527,1
Middlesbrough,ENG,2007-01-12,1705.99597168,1
Fulham,ENG,2007-01-12,1696.17456055,1
Man City,ENG,2007-01-12,1692.796875,1
Aston Villa,ENG,2007-01-12,1692.76928711,1
Wigan,ENG,2007-01-12,1654.2286377,1
Charlton,ENG,2007-01-12,1625.6270752,1
Sheffield United,ENG,2007-01-12,1616.99719238,1
West Ham,ENG,2007-01-12,1608.74047852,1
Watford,ENG,2007-01-12,1599.44702148,1
Chelsea,ENG,2007-02-03,1958.65686035,1
Man United,ENG,2007-02-03,1934.79516602,1
Liverpool,ENG,2007-02-03,1908.21069336,1
Arsenal,ENG,2007-02-03,1904.50354004,1
Tottenham,ENG,2007-02-03,1778.95996094,1
Newcastle,ENG,2007-02-03,1773.98925781,1
Bolton,ENG,2007-02-03,1760.50915527,1
Blackburn,ENG,2007-02-03,1756.2689209000002,1
Everton,ENG,2007-02-03,1741.47888184,1
Middlesbrough,ENG,2007-02-03,1734.91333008,1
Reading,ENG,2007-02-03,1720.18139648,1
Portsmouth,ENG,2007-02-03,1715.57336426,1
Aston Villa,ENG,2007-02-03,1689.41674805,1
Fulham,ENG,2007-02-03,1684.72131348,1
Man City,ENG,2007-02-03,1682.23876953,1
Wigan,ENG,2007-02-03,1635.77783203,1
Charlton,ENG,2007-02-03,1632.27197266,1
Sheffield United,ENG,2007-02-03,1623.54260254,1
West Ham,ENG,2007-02-03,1611.46630859,1
Watford,ENG,2007-02-03,1596.29516602,1
Chelsea,ENG,2007-03-13,1977.44445801,1
Man United,ENG,2007-03-13,1969.00476074,1
Liverpool,ENG,2007-03-13,1898.30554199,1
Arsenal,ENG,2007-03-13,1892.64587402,1
Tottenham,ENG,2007-03-13,1790.26196289,1
Newcastle,ENG,2007-03-13,1774.73828125,1
Blackburn,ENG,2007-03-13,1761.14538574,1
Everton,ENG,2007-03-13,1755.93591309,1
Bolton,ENG,2007-03-13,1751.71740723,1
Middlesbrough,ENG,2007-03-13,1745.01000977,1
Reading,ENG,2007-03-13,1733.55187988,1
Portsmouth,ENG,2007-03-13,1699.80224609,1
Aston Villa,ENG,2007-03-13,1690.68579102,1
Fulham,ENG,2007-03-13,1684.27648926,1
Wigan,ENG,2007-03-13,1665.05395508,1
Man City,ENG,2007-03-13,1655.08081055,1
Charlton,ENG,2007-03-13,1641.51464844,1
Sheffield United,ENG,2007-03-13,1629.88085938,1
Watford,ENG,2007-03-13,1589.37902832,1
West Ham,ENG,2007-03-13,1582.32763672,1
Chelsea,ENG,2007-04-08,1976.6685790999998,1
Man United,ENG,2007-04-08,1954.92138672,1
Liverpool,ENG,2007-04-08,1917.04443359,1
Arsenal,ENG,2007-04-08,1857.31079102,1
Tottenham,ENG,2007-04-08,1790.5123290999998,1
Everton,ENG,2007-04-08,1768.55212402,1
Bolton,ENG,2007-04-08,1757.64147949,1
Newcastle,ENG,2007-04-08,1735.82263184,1
Blackburn,ENG,2007-04-08,1727.63696289,1
Reading,ENG,2007-04-08,1715.74072266,1
Middlesbrough,ENG,2007-04-08,1715.24572754,1
Portsmouth,ENG,2007-04-08,1712.55456543,1
Aston Villa,ENG,2007-04-08,1695.97070312,1
Man City,ENG,2007-04-08,1674.34338379,1
Fulham,ENG,2007-04-08,1671.99291992,1
Charlton,ENG,2007-04-08,1658.71777344,1
Wigan,ENG,2007-04-08,1641.41650391,1
West Ham,ENG,2007-04-08,1619.57287598,1
Sheffield United,ENG,2007-04-08,1612.32312012,1
Watford,ENG,2007-04-08,1573.4362793,1
Chelsea,ENG,2007-04-28,1998.40722656,1
Man United,ENG,2007-04-28,1972.25195312,1
Liverpool,ENG,2007-04-28,1921.7565917999998,1
Arsenal,ENG,2007-04-28,1871.34545898,1
Tottenham,ENG,2007-04-28,1790.27844238,1
Everton,ENG,2007-04-28,1771.06665039,1
Reading,ENG,2007-04-28,1743.63500977,1
Bolton,ENG,2007-04-28,1743.6036377,1
Newcastle,ENG,2007-04-28,1742.00622559,1
Blackburn,ENG,2007-04-28,1739.46520996,1
Portsmouth,ENG,2007-04-28,1715.37365723,1
Aston Villa,ENG,2007-04-28,1712.36999512,1
Middlesbrough,ENG,2007-04-28,1711.82775879,1
Man City,ENG,2007-04-28,1694.82519531,1
Fulham,ENG,2007-04-28,1660.21582031,1
Charlton,ENG,2007-04-28,1658.41503906,1
Wigan,ENG,2007-04-28,1651.64501953,1
Sheffield United,ENG,2007-04-28,1632.20495605,1
West Ham,ENG,2007-04-28,1622.55029297,1
Watford,ENG,2007-04-28,1590.53601074,1
Chelsea,ENG,2007-08-10,1964.48034668,1
Man United,ENG,2007-08-10,1938.91760254,1
Liverpool,ENG,2007-08-10,1878.97851562,1
Arsenal,ENG,2007-08-10,1863.59667969,1
Tottenham,ENG,2007-08-10,1797.6315917999998,1
Everton,ENG,2007-08-10,1770.515625,1
Blackburn,ENG,2007-08-10,1751.81335449,1
Bolton,ENG,2007-08-10,1726.93969727,1
Aston Villa,ENG,2007-08-10,1726.52929688,1
Reading,ENG,2007-08-10,1724.22119141,1
Newcastle,ENG,2007-08-10,1711.09777832,1
Portsmouth,ENG,2007-08-10,1710.23010254,1
Middlesbrough,ENG,2007-08-10,1710.04833984,1
Man City,ENG,2007-08-10,1664.20410156,1
West Ham,ENG,2007-08-10,1659.65026855,1
Fulham,ENG,2007-08-10,1652.74902344,1
Sunderland,ENG,2007-08-10,1630.93395996,1
Wigan,ENG,2007-08-10,1625.29602051,1
Birmingham,ENG,2007-08-10,1618.10473633,1
Derby,ENG,2007-08-10,1571.86462402,1
Chelsea,ENG,2007-08-31,1975.17822266,1
Man United,ENG,2007-08-31,1922.64038086,1
Liverpool,ENG,2007-08-31,1900.84643555,1
Arsenal,ENG,2007-08-31,1876.86169434,1
Everton,ENG,2007-08-31,1781.3737792999998,1
Tottenham,ENG,2007-08-31,1778.61730957,1
Blackburn,ENG,2007-08-31,1768.4432373,1
Aston Villa,ENG,2007-08-31,1731.08911133,1
Newcastle,ENG,2007-08-31,1729.03369141,1
Reading,ENG,2007-08-31,1726.13793945,1
Portsmouth,ENG,2007-08-31,1723.35131836,1
Bolton,ENG,2007-08-31,1712.0135498,1
Middlesbrough,ENG,2007-08-31,1704.08654785,1
Man City,ENG,2007-08-31,1696.00964355,1
West Ham,ENG,2007-08-31,1656.20458984,1
Fulham,ENG,2007-08-31,1648.69775391,1
Wigan,ENG,2007-08-31,1648.31030273,1
Sunderland,ENG,2007-08-31,1629.3293457,1
Birmingham,ENG,2007-08-31,1619.44433594,1
Derby,ENG,2007-08-31,1559.68847656,1
Man United,ENG,2007-09-29,1944.85424805,1
Chelsea,ENG,2007-09-29,1930.90673828,1
Arsenal,ENG,2007-09-29,1903.73181152,1
Liverpool,ENG,2007-09-29,1891.7689209000002,1
Tottenham,ENG,2007-09-29,1767.21496582,1
Everton,ENG,2007-09-29,1766.70153809,1
Blackburn,ENG,2007-09-29,1755.46777344,1
Aston Villa,ENG,2007-09-29,1749.62817383,1
Portsmouth,ENG,2007-09-29,1731.45422363,1
Newcastle,ENG,2007-09-29,1729.03686523,1
Reading,ENG,2007-09-29,1701.34960938,1
Man City,ENG,2007-09-29,1698.10681152,1
Bolton,ENG,2007-09-29,1693.33337402,1
Middlesbrough,ENG,2007-09-29,1692.88647461,1
West Ham,ENG,2007-09-29,1678.96508789,1
Fulham,ENG,2007-09-29,1649.87780762,1
Sunderland,ENG,2007-09-29,1638.19287109,1
Wigan,ENG,2007-09-29,1635.16577148,1
Birmingham,ENG,2007-09-29,1627.70056152,1
Derby,ENG,2007-09-29,1563.41955566,1
Man United,ENG,2007-10-27,1960.77050781,1
Chelsea,ENG,2007-10-27,1939.92565918,1
Arsenal,ENG,2007-10-27,1914.33959961,1
Liverpool,ENG,2007-10-27,1864.42358398,1
Everton,ENG,2007-10-27,1759.28613281,1
Portsmouth,ENG,2007-10-27,1755.3515625,1
Blackburn,ENG,2007-10-27,1751.96826172,1
Tottenham,ENG,2007-10-27,1742.88757324,1
Aston Villa,ENG,2007-10-27,1741.67382812,1
Newcastle,ENG,2007-10-27,1730.57629395,1
Man City,ENG,2007-10-27,1714.51391602,1
Reading,ENG,2007-10-27,1682.03930664,1
Bolton,ENG,2007-10-27,1675.50317383,1
West Ham,ENG,2007-10-27,1671.38500977,1
Middlesbrough,ENG,2007-10-27,1666.46020508,1
Fulham,ENG,2007-10-27,1636.23535156,1
Sunderland,ENG,2007-10-27,1616.10522461,1
Wigan,ENG,2007-10-27,1613.00134277,1
Birmingham,ENG,2007-10-27,1610.73730469,1
Derby,ENG,2007-10-27,1559.69396973,1
Man United,ENG,2007-11-24,1975.65356445,1
Chelsea,ENG,2007-11-24,1946.19580078,1
Arsenal,ENG,2007-11-24,1921.52209473,1
Liverpool,ENG,2007-11-24,1877.43493652,1
Everton,ENG,2007-11-24,1792.67980957,1
Portsmouth,ENG,2007-11-24,1770.0333252,1
Blackburn,ENG,2007-11-24,1765.11425781,1
Aston Villa,ENG,2007-11-24,1758.29138184,1
Tottenham,ENG,2007-11-24,1750.67297363,1
Man City,ENG,2007-11-24,1722.90856934,1
Newcastle,ENG,2007-11-24,1712.3236084000002,1
West Ham,ENG,2007-11-24,1694.51013184,1
Bolton,ENG,2007-11-24,1687.00720215,1
Reading,ENG,2007-11-24,1679.3729248,1
Middlesbrough,ENG,2007-11-24,1672.48803711,1
Fulham,ENG,2007-11-24,1651.1192627,1
Sunderland,ENG,2007-11-24,1617.27172852,1
Birmingham,ENG,2007-11-24,1612.26379395,1
Wigan,ENG,2007-11-24,1602.30004883,1
Derby,ENG,2007-11-24,1540.34033203,1
Man United,ENG,2007-12-14,1969.75402832,1
Chelsea,ENG,2007-12-14,1953.9083252,1
Arsenal,ENG,2007-12-14,1907.46789551,1
Liverpool,ENG,2007-12-14,1897.16625977,1
Everton,ENG,2007-12-14,1813.35852051,1
Portsmouth,ENG,2007-12-14,1794.44384766,1
Aston Villa,ENG,2007-12-14,1773.73327637,1
Tottenham,ENG,2007-12-14,1747.96435547,1
Blackburn,ENG,2007-12-14,1744.76184082,1
Man City,ENG,2007-12-14,1723.72937012,1
Newcastle,ENG,2007-12-14,1707.53918457,1
West Ham,ENG,2007-12-14,1706.9864502,1
Bolton,ENG,2007-12-14,1706.00976562,1
Reading,ENG,2007-12-14,1692.62353516,1
Middlesbrough,ENG,2007-12-14,1678.02062988,1
Fulham,ENG,2007-12-14,1648.29077148,1
Sunderland,ENG,2007-12-14,1616.95739746,1
Birmingham,ENG,2007-12-14,1615.85290527,1
Wigan,ENG,2007-12-14,1597.95751953,1
Derby,ENG,2007-12-14,1535.38037109,1
Man United,ENG,2007-12-31,1973.23925781,1
Chelsea,ENG,2007-12-31,1948.28137207,1
Arsenal,ENG,2007-12-31,1931.05322266,1
Liverpool,ENG,2007-12-31,1897.82922363,1
Everton,ENG,2007-12-31,1820.06298828,1
Aston Villa,ENG,2007-12-31,1781.88562012,1
Tottenham,ENG,2007-12-31,1771.77075195,1
Portsmouth,ENG,2007-12-31,1767.91101074,1
Man City,ENG,2007-12-31,1738.05285645,1
Blackburn,ENG,2007-12-31,1734.45080566,1
West Ham,ENG,2007-12-31,1719.91333008,1
Newcastle,ENG,2007-12-31,1700.40625,1
Reading,ENG,2007-12-31,1694.00488281,1
Bolton,ENG,2007-12-31,1689.64941406,1
Middlesbrough,ENG,2007-12-31,1674.64624023,1
Fulham,ENG,2007-12-31,1633.58972168,1
Sunderland,ENG,2007-12-31,1624.99023438,1
Birmingham,ENG,2007-12-31,1622.67333984,1
Wigan,ENG,2007-12-31,1619.88317871,1
Derby,ENG,2007-12-31,1530.68518066,1
Man United,ENG,2008-01-28,1982.30883789,1
Chelsea,ENG,2008-01-28,1957.58581543,1
Arsenal,ENG,2008-01-28,1931.51416016,1
Liverpool,ENG,2008-01-28,1881.77502441,1
Everton,ENG,2008-01-28,1837.8704834000002,1
Aston Villa,ENG,2008-01-28,1794.78356934,1
Tottenham,ENG,2008-01-28,1766.85778809,1
Portsmouth,ENG,2008-01-28,1766.59277344,1
Blackburn,ENG,2008-01-28,1746.4050292999998,1
Man City,ENG,2008-01-28,1743.1036377,1
West Ham,ENG,2008-01-28,1723.50036621,1
Bolton,ENG,2008-01-28,1686.16699219,1
Newcastle,ENG,2008-01-28,1682.23034668,1
Middlesbrough,ENG,2008-01-28,1674.58447266,1
Reading,ENG,2008-01-28,1673.65075684,1
Sunderland,ENG,2008-01-28,1630.61791992,1
Wigan,ENG,2008-01-28,1629.69177246,1
Birmingham,ENG,2008-01-28,1626.80090332,1
Fulham,ENG,2008-01-28,1621.37841797,1
Derby,ENG,2008-01-28,1517.55957031,1
Man United,ENG,2008-02-23,1978.64001465,1
Chelsea,ENG,2008-02-23,1961.75317383,1
Arsenal,ENG,2008-02-23,1953.42822266,1
Liverpool,ENG,2008-02-23,1902.2767334000002,1
Everton,ENG,2008-02-23,1850.35913086,1
Aston Villa,ENG,2008-02-23,1801.97827148,1
Tottenham,ENG,2008-02-23,1796.23144531,1
Portsmouth,ENG,2008-02-23,1785.86779785,1
Man City,ENG,2008-02-23,1757.7253417999998,1
Blackburn,ENG,2008-02-23,1754.25891113,1
West Ham,ENG,2008-02-23,1730.95776367,1
Bolton,ENG,2008-02-23,1716.67102051,1
Middlesbrough,ENG,2008-02-23,1698.12939453,1
Newcastle,ENG,2008-02-23,1680.9107665999998,1
Reading,ENG,2008-02-23,1666.80371094,1
Sunderland,ENG,2008-02-23,1655.82287598,1
Fulham,ENG,2008-02-23,1641.1427002,1
Wigan,ENG,2008-02-23,1635.53894043,1
